number,value,datetime_start,datetime_complete,duration,params_C,params_balancing,params_class_weight,params_cluster_indicator,params_contrast_method,params_damping,params_dual,params_feature_selection,params_max_iter,params_n_jobs,params_number_features,params_penalty,params_solver,user_attrs_Pipeline,user_attrs_balancing_indicator,user_attrs_cluster_indicator,user_attrs_contrast_encoding_method,user_attrs_damping,user_attrs_feature_selection,user_attrs_number_features,user_attrs_scaling_indicator,user_attrs_train_balanced_accuracy,user_attrs_train_f1_score,user_attrs_train_matthews_corrcoef,user_attrs_train_precision_score,user_attrs_train_recall_score,user_attrs_val_balanced_accuracy,user_attrs_val_f1_score,user_attrs_val_matthews_corrcoef,user_attrs_val_precision_score,user_attrs_val_recall_score,state
13,0.2670536073949448,2022-10-18 19:17:38.495008,2022-10-18 19:18:11.609962,0 days 00:00:33.114954,0.11598211189485444,smoteen,None,yes,Polynomial,0.6177970956443302,False,FeatureWiz,100000,2,,l1,saga,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 PolynomialEncoder(cols=['Fruitveg_ytd',
                                         'Number_people_household',
                                         'Sports...
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(cluster_indicator='yes',
                                             damping=0.6177970956443302,
                                             method='FeatureWiz',
                                             model=LogisticRegression(C=0.11598211189485444,
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      penalty='l1',
                                                                      random_state=120,
                                                                      solver='saga'),
                                             scaling_indicator='yes'))])",smoteen,yes,Polynomial,0.6177970956443302,FeatureWiz,,yes,0.3743519083687416,0.39275355435777776,0.1661164202902534,0.4330267241595258,0.3743519083687416,0.2677155437457355,0.2670536073949448,0.07759078227724425,0.3014778688216152,0.2677155437457355,COMPLETE
14,0.21263106217519998,2022-10-18 19:18:11.783212,2022-10-18 19:18:38.143860,0 days 00:00:26.360648,0.9895410736373126,smoteen,None,yes,Helmert,0.7427928256591565,False,ANOVA,100000,2,23.0,l2,saga,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in...
                                             'Birth_Date_day_of_week',
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(cluster_indicator='yes',
                                             damping=0.7427928256591565,
                                             method='ANOVA',
                                             model=LogisticRegression(C=0.9895410736373126,
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      random_state=120,
                                                                      solver='saga'),
                                             number=23,
                                             scaling_indicator='yes'))])",smoteen,yes,Helmert,0.7427928256591565,ANOVA,23.0,yes,0.3978937070306043,0.41269812779410464,0.19979684675563233,0.4373541813246658,0.3978937070306043,0.2605945985765447,0.21263106217519998,0.006377113430224002,0.24903628791484486,0.2605945985765447,COMPLETE
15,0.25584541378623477,2022-10-18 19:18:38.320030,2022-10-18 19:18:47.648822,0 days 00:00:09.328792,0.8957400707195363,no,None,yes,Helmert,0.9484275343503946,False,Lasso,100000,2,8.0,l1,saga,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in_week', 'Internet_in_week',
                                      'Tired_in_week', 'C...
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(cluster_indicator='yes',
                                             damping=0.9484275343503946,
                                             method='Lasso',
                                             model=LogisticRegression(C=0.8957400707195363,
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      penalty='l1',
                                                                      random_state=120,
                                                                      solver='saga'),
                                             number=8,
                                             scaling_indicator='yes'))])",no,yes,Helmert,0.9484275343503946,Lasso,8.0,yes,0.26972803909876414,0.2654625084413636,0.13821404779433957,0.452042551578463,0.26972803909876414,0.2658279776496831,0.25584541378623477,0.09131239992171343,0.2815319527116402,0.2658279776496831,COMPLETE
16,0.24126712624963445,2022-10-18 19:18:47.814041,2022-10-18 19:19:18.019730,0 days 00:00:30.205689,0.16604735574239704,smoteen,None,yes,Backward Difference,0.6789215130724456,False,MutualInformation,100000,2,28.0,l1,saga,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household'...
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(cluster_indicator='yes',
                                             damping=0.6789215130724456,
                                             method='MutualInformation',
                                             model=LogisticRegression(C=0.16604735574239704,
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      penalty='l1',
                                                                      random_state=120,
                                                                      solver='saga'),
                                             number=28,
                                             scaling_indicator='yes'))])",smoteen,yes,Backward Difference,0.6789215130724456,MutualInformation,28.0,yes,0.37063518870663953,0.3803324313886422,0.16619309320411926,0.40406521501279435,0.37063518870663953,0.2766723143992626,0.24126712624963445,0.08699289125892433,0.3380261676510643,0.2766723143992626,COMPLETE
17,0.27330732860409307,2022-10-18 19:19:18.178093,2022-10-18 19:20:48.443863,0 days 00:01:30.265770,0.28867207412426066,smoteen,None,yes,Helmert,0.7729860040356632,False,BorutaShap,100000,2,,l1,saga,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in...
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(cluster_indicator='yes',
                                             damping=0.7729860040356632,
                                             method='BorutaShap',
                                             model=LogisticRegression(C=0.28867207412426066,
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      penalty='l1',
                                                                      random_state=120,
                                                                      solver='saga'),
                                             scaling_indicator='yes'))])",smoteen,yes,Helmert,0.7729860040356632,BorutaShap,,yes,0.5074394914353445,0.5624107608925616,0.41511906070548843,0.6904105649771473,0.5074394914353445,0.2898895052429324,0.27330732860409307,0.10176186029391006,0.35970210381960394,0.2898895052429324,COMPLETE
18,0.23857392581578615,2022-10-18 19:20:48.618372,2022-10-18 19:25:38.607462,0 days 00:04:49.989090,0.7031535726560085,no,balanced,yes,Backward Difference,0.6381866793196128,False,FeatureWiz,100000,2,,l1,saga,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household',
                                                 'Sports_in_week',
                                                 'Internet_in_week',
                                                 'Tired_...
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(cluster_indicator='yes',
                                             damping=0.6381866793196128,
                                             method='FeatureWiz',
                                             model=LogisticRegression(C=0.7031535726560085,
                                                                      class_weight='balanced',
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      penalty='l1',
                                                                      random_state=120,
                                                                      solver='saga'),
                                             scaling_indicator='yes'))])",no,yes,Backward Difference,0.6381866793196128,FeatureWiz,,yes,0.6623093333547102,0.44073974014681605,0.3176603357946108,0.47887957596298186,0.6623093333547102,0.33839135953579036,0.23857392581578615,0.11747900364432078,0.2938438629340941,0.33839135953579036,COMPLETE
19,0.15647500143937146,2022-10-18 19:25:38.772179,2022-10-18 19:26:16.223073,0 days 00:00:37.450894,0.006254509725303792,smoteen,balanced,yes,Helmert,0.766615715787162,False,Lasso,100000,2,30.0,l1,saga,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in...
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(cluster_indicator='yes',
                                             damping=0.766615715787162,
                                             method='Lasso',
                                             model=LogisticRegression(C=0.006254509725303792,
                                                                      class_weight='balanced',
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      penalty='l1',
                                                                      random_state=120,
                                                                      solver='saga'),
                                             number=30,
                                             scaling_indicator='yes'))])",smoteen,yes,Helmert,0.766615715787162,Lasso,30.0,yes,0.2302781749671757,0.14822783551188476,-0.0430420503556291,0.14531192208093838,0.2302781749671757,0.2453057708871662,0.15647500143937146,-0.00943968573101101,0.14564643391389456,0.2453057708871662,COMPLETE
20,0.2739644540273829,2022-10-18 19:26:16.389783,2022-10-18 19:26:29.683820,0 days 00:00:13.294037,0.03049568712539596,smoteen,None,no,Sum,,False,FeatureWiz,100000,2,,l2,saga,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 SumEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                  'Sports_in_wee...
                                             'Birth_Date_quarter',
                                             'Birth_Date_week',
                                             'Birth_Date_day_of_week',
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureWiz',
                                             model=LogisticRegression(C=0.03049568712539596,
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      random_state=120,
                                                                      solver='saga'),
                                             scaling_indicator='yes'))])",smoteen,no,Sum,,FeatureWiz,,yes,0.42716145951806866,0.4438485522729058,0.23435301453983434,0.470409997772329,0.42716145951806866,0.2744066902165637,0.2739644540273829,0.02831000142733395,0.3021099163621652,0.2744066902165637,COMPLETE
21,0.30271725699047863,2022-10-18 19:26:29.846311,2022-10-18 19:27:14.430821,0 days 00:00:44.584510,0.9577853616182137,smoteen,None,yes,Sum,0.874617370422175,False,Lasso,100000,2,21.0,l1,saga,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 SumEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                  'Sports_in_wee...
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(cluster_indicator='yes',
                                             damping=0.874617370422175,
                                             method='Lasso',
                                             model=LogisticRegression(C=0.9577853616182137,
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      penalty='l1',
                                                                      random_state=120,
                                                                      solver='saga'),
                                             number=21,
                                             scaling_indicator='yes'))])",smoteen,yes,Sum,0.874617370422175,Lasso,21.0,yes,0.4298552986089765,0.4349391830949154,0.26604897023541496,0.45501880068576983,0.4298552986089765,0.309774042747829,0.30271725699047863,0.11678650756312016,0.3087734218851837,0.309774042747829,COMPLETE
22,0.278542119278206,2022-10-18 19:27:14.597625,2022-10-18 19:27:55.826718,0 days 00:00:41.229093,0.5648492041060726,smoteen,None,yes,Helmert,0.9393704295002197,False,Lasso,100000,2,22.0,l1,saga,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in...
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(cluster_indicator='yes',
                                             damping=0.9393704295002197,
                                             method='Lasso',
                                             model=LogisticRegression(C=0.5648492041060726,
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      penalty='l1',
                                                                      random_state=120,
                                                                      solver='saga'),
                                             number=22,
                                             scaling_indicator='yes'))])",smoteen,yes,Helmert,0.9393704295002197,Lasso,22.0,yes,0.40559058565636064,0.40929846286682725,0.2588165878059702,0.4209008152569092,0.40559058565636064,0.28288575016186196,0.278542119278206,0.07513522254837111,0.3162676917518216,0.28288575016186196,COMPLETE
23,0.2721646731348552,2022-10-18 19:27:56.017243,2022-10-18 19:28:38.001499,0 days 00:00:41.984256,0.022839942518141206,smoteen,None,yes,Helmert,0.6389588291771584,False,Lasso,100000,2,23.0,l2,saga,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in...
                                             'Birth_Date_day_of_week',
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(cluster_indicator='yes',
                                             damping=0.6389588291771584,
                                             method='Lasso',
                                             model=LogisticRegression(C=0.022839942518141206,
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      random_state=120,
                                                                      solver='saga'),
                                             number=23,
                                             scaling_indicator='yes'))])",smoteen,yes,Helmert,0.6389588291771584,Lasso,23.0,yes,0.3885170696628359,0.40638570922246603,0.23718502509094572,0.4398914531515071,0.3885170696628359,0.27162060139416316,0.2721646731348552,0.05256297665632561,0.37653910961510406,0.27162060139416316,COMPLETE
24,0.3036255204014988,2022-10-18 19:28:38.185725,2022-10-18 19:29:21.379543,0 days 00:00:43.193818,0.735713516555799,smoteen,balanced,yes,Backward Difference,0.8664254311911723,False,Lasso,100000,2,25.0,l1,saga,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household'...
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(cluster_indicator='yes',
                                             damping=0.8664254311911723,
                                             method='Lasso',
                                             model=LogisticRegression(C=0.735713516555799,
                                                                      class_weight='balanced',
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      penalty='l1',
                                                                      random_state=120,
                                                                      solver='saga'),
                                             number=25,
                                             scaling_indicator='yes'))])",smoteen,yes,Backward Difference,0.8664254311911723,Lasso,25.0,yes,0.44485938152473364,0.453189722678727,0.31204631559754953,0.4672931835025416,0.44485938152473364,0.30836058397002913,0.3036255204014988,0.09401752311856625,0.3064735643985827,0.30836058397002913,COMPLETE
25,0.27751566990355925,2022-10-18 19:29:21.573091,2022-10-18 19:30:03.476469,0 days 00:00:41.903378,0.8562459882251611,smoteen,balanced,yes,Backward Difference,0.8954186892146992,False,Lasso,100000,2,19.0,l2,saga,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household'...
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(cluster_indicator='yes',
                                             damping=0.8954186892146992,
                                             method='Lasso',
                                             model=LogisticRegression(C=0.8562459882251611,
                                                                      class_weight='balanced',
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      random_state=120,
                                                                      solver='saga'),
                                             number=19,
                                             scaling_indicator='yes'))])",smoteen,yes,Backward Difference,0.8954186892146992,Lasso,19.0,yes,0.4172899480502175,0.43086087209608886,0.2534786426673259,0.4582254138414304,0.4172899480502175,0.2824891811121921,0.27751566990355925,0.0573273288798263,0.3067444660205319,0.2824891811121921,COMPLETE
